date,Open_x,High_x,Low_x,value,Adj Close_x,Volume_x,gdp,cpiaucsl,Open_y,High_y,Low_y,qqq,Adj Close_y,Volume_y,Open,High,Low,dia,Adj Close,Volume,spy,group,time_idx,month,EMA_12,Tenkan_sen,Kijun_sen,Senkou_Span_A,Senkou_Span_B,Chikou_Span,EMA_26,MACD,Signal_Line,High_Low,High_Close,Low_Close,TR,ATR
2016-02-17,24.1675,24.5525,24.0375,-1.0511340077211353,22.394135,179452800,370.51866,237.336,101.010002,102.639999,100.699997,102.5,97.922066,41766451.0,163.429993,165.259995,163.330002,164.929993,141.188629,5584173.0,192.880005,0,90,2,-1.0586628860607339,160.259995,160.1091,-1.5780471840592412,-1.5290775728004797,26.4175,-1.0438508603297476,-0.5644695128530367,-0.7090313223112675,1.929992999999996,141.099995,139.170002,141.099995,-2.2561543999209697
2016-02-18,24.709999,24.7225,24.022499,-1.0610992166233606,21.96962,156084000,370.51866,237.336,102.809998,102.839996,101.199997,101.330002,96.804314,38991469.0,165.330002,165.449997,164.289993,164.520004,140.837677,5187626.0,192.089996,0,91,2,-1.0583344021976624,160.354996,160.1091,-1.5875650275880218,-1.5370243433955555,26.297501,-1.0443951374047027,-0.5413378828550348,-0.6843212698132883,1.1600039999999865,140.919996,139.759992,140.919996,-2.2451007714310784
2016-02-19,24.0,24.190001,23.950001,-1.062277918676761,21.919405,141496800,370.51866,237.336,100.910004,101.940002,100.614998,101.629997,97.090927,28236315.0,163.179993,163.809998,162.589996,163.699997,140.659439,4660567.0,192.0,0,92,2,-1.0582385561000713,160.354996,160.1091,-1.5900170177116557,-1.5370243433955555,26.92,-1.044987317527094,-0.5231290800036312,-0.66064403236809,1.2200019999999938,139.744997,138.52499500000002,139.744997,-2.248908120273721
2016-02-22,24.077499,24.225,23.98,-1.0577775231837323,22.111122,137123200,370.51866,237.336,102.540001,103.379997,102.480003,103.279999,98.667229,23979113.0,165.350006,166.460007,165.130005,165.940002,142.584183,3450737.0,194.779999,0,93,2,-1.0574621737779344,160.860001,160.4191055,-1.6072043503230413,-1.5471212238112984,27.389999,-1.045198800688196,-0.4968806849434695,-0.6360670500660776,1.330001999999979,142.450007,141.12000500000002,142.450007,-2.2429637116549124
2016-02-23,24.1,24.125,23.637501,-1.06951071015911,21.611296,127770400,370.51866,237.336,102.669998,102.959999,101.510002,101.580002,97.043167,29869660.0,165.610001,165.759995,163.839996,164.150803,141.046814,6052788.0,192.320007,0,94,2,-1.0586179358214207,160.860001,160.4191055,-1.62952033380365,-1.5514218548119718,27.247499,-1.0462727879392877,-0.4992316690058474,-0.6169101902225017,1.91999899999999,141.539996,139.619997,141.539996,-2.2333102184361433
2016-02-24,23.495001,24.094999,23.33,-1.0619564603250766,21.9331,145022800,370.51866,237.336,100.440002,102.68,99.769997,102.550003,97.969856,40739103.0,162.600006,164.899994,161.468002,164.669998,141.492981,8003806.0,193.199997,0,95,2,-1.0584288059456926,160.860001,160.4191055,-1.6515129388833445,-1.5736727021590886,27.497499,-1.0467018233103944,-0.4828549410667428,-0.5980688297877741,3.4319919999999797,141.22749299999998,137.795501,141.22749299999998,-2.229715763989632
2016-02-25,24.012501,24.190001,23.8125,-1.0584203970259882,22.083735,110330800,370.51866,237.336,102.760002,103.559998,101.839996,103.559998,98.934731,29389315.0,165.029999,166.839996,164.399994,166.839996,143.357544,5266932.0,195.539993,0,96,2,-1.057722474236046,162.25,160.6091,-1.6596908626611262,-1.5736727021590886,27.780001,-1.0468344218881678,-0.46055620443670126,-0.5782084898883518,2.440002000000021,142.814996,140.374994,142.814996,-2.222829789840699
2016-02-26,24.299999,24.504999,24.145,-1.0576167511467764,22.117968,115964400,370.51866,237.336,104.279999,104.365898,103.183502,103.43,98.810524,30925045.0,167.839996,167.949997,166.119995,166.279999,142.876343,3797964.0,195.089203,0,97,2,-1.0570006508916785,164.28499599999998,161.604996,-1.7046627948481234,-1.60977698210253,27.452499,-1.046897049532818,-0.4396955099782418,-0.5578416955497455,1.8300020000000075,143.759996,141.929994,143.759996,-2.2100567123242394
2016-02-29,24.215,24.557501,24.1625,-1.0587954317696204,22.067764,140865200,370.51866,237.336,103.309998,104.099998,102.5,102.5,97.922066,27553937.0,166.160004,167.210007,164.960007,164.960007,141.742081,3485040.0,193.559998,0,98,2,-1.0565719757682632,164.7089995,161.604996,-1.711824251200388,-1.612955630506475,27.74,-1.0470432563565142,-0.42442420209199605,-0.5382697069667747,2.25,142.982506,140.732506,142.982506,-2.1914620409353747
2016-03-01,24.4125,25.192499,24.355,-1.038222118692357,22.944172,201628400,370.51866,238.08,103.449997,105.790001,103.160004,105.790001,101.065102,37699779.0,166.009995,168.589996,165.710007,168.520004,144.80098,3914276.0,198.110001,0,99,3,-1.053030807854017,165.028999,161.92499550000002,-1.7143654220743245,-1.6137035752752733,27.135,-1.0456388249530597,-0.3673454566547567,-0.5103580446167267,2.8799890000000232,144.417495,141.53750599999998,144.417495,-2.1694858389724536
2016-03-02,25.127501,25.2225,24.91,-1.0370434380695133,22.994383,132678400,370.51866,238.08,105.629997,105.849998,105.010002,105.830002,101.103355,29209756.0,168.020004,168.929993,167.550003,168.889999,145.118988,3106188.0,199.0,0,100,3,-1.0498523365278358,165.19899750000002,162.09499399999999,-1.7143654220743245,-1.6149190018854533,27.165001,-1.0442502072415816,-0.3194983764933388,-0.4777565628859147,1.3799899999999923,143.797493,142.417503,143.797493,-2.1523077277181297
2016-03-03,25.145,25.4275,25.112499,-1.0330252086734546,23.165554,147822800,370.51866,238.08,105.709999,105.75,104.870003,105.629997,100.91227,25474625.0,168.729996,169.389999,168.119995,169.350006,145.514175,2968209.0,199.774994,0,101,3,-1.0465420705323492,165.4290005,162.324997,-1.7143654220743245,-1.6149190018854533,27.254999,-1.042663706020068,-0.2733773404928882,-0.4417737851007817,1.2700040000000001,144.202499,142.932495,144.202499,-2.1203750617657318
2016-03-04,25.592501,25.9375,25.342501,-1.0249351520588335,23.510187,184220400,370.51866,238.08,105.760002,106.349998,104.970001,105.669998,100.9505,31655424.0,169.529999,170.550003,168.919998,170.020004,146.089935,3524884.0,200.429993,0,102,3,-1.0424912151982568,166.0090025,162.904999,-1.7240185568024817,-1.6149190018854533,27.610001,-1.040589223719992,-0.2204558175269183,-0.40162599350947314,1.6300050000000113,145.175003,143.544998,145.175003,-2.0921432728943072
2016-03-07,25.5975,25.7075,25.24,-1.0310428607408424,23.250002,143315600,370.51866,238.08,105.120003,105.739998,104.269997,105.019997,100.329498,25861160.0,169.369995,170.929993,169.300003,170.619995,146.605438,3235972.0,200.589996,0,103,3,-1.0400071695691844,166.19899750000002,163.09499399999999,-1.735384486800881,-1.6149190018854533,28.01,-1.039125537778986,-0.19306945713486653,-0.36362826139055926,1.6299899999999923,145.177492,143.547502,145.177492,-2.0712314643085032
2016-03-08,25.195,25.440001,25.1,-1.0355432990949847,23.058287,126247600,370.51866,238.08,104.300003,105.213799,103.970001,104.150002,99.498375,28898525.0,169.800003,170.759903,169.220001,169.619995,145.746185,2832651.0,198.399994,0,104,3,-1.0386005732059074,167.66499349999998,163.09499399999999,-1.7252198726094166,-1.6149190018854533,28.025,-1.0381071079937705,-0.18257575435125908,-0.33097721286437454,1.539902000000012,145.292402,143.7525,145.292402,-2.0575007140877863
2016-03-09,25.327499,25.395,25.067499,-1.0350610901369008,23.078829,108806800,370.51866,238.08,104.57,104.839996,103.959999,104.82,100.138443,31047351.0,170.410004,170.589996,169.539993,170.020004,146.089935,3583983.0,199.380005,0,105,3,-1.0373358781412994,167.945,163.09499399999999,-1.7227248814888356,-1.6149190018854533,27.4625,-1.037128026558185,-0.17481697370530141,-0.30319066377013015,1.0500030000000038,145.33249600000002,144.28249300000002,145.33249600000002,-2.043049126885275
2016-03-10,25.352501,25.559999,25.0375,-1.0347932296077202,23.090237,134054400,370.51866,238.08,105.309998,105.860001,103.309998,104.660004,99.985619,44997649.0,170.669998,171.399994,168.300003,170.059204,146.123627,4865801.0,199.539993,0,106,3,-1.036224368841854,168.1800005,163.3299945,-1.7111658466588697,-1.6149190018854533,26.870001,-1.036201421671935,-0.16974620414040417,-0.2798727955795494,3.0999909999999886,146.119993,143.020002,146.119993,-2.0221700763221806
2016-03-11,25.559999,25.57,25.375,-1.028953381454892,23.339012,109632800,370.51866,238.08,105.800003,106.489998,105.459999,106.489998,101.733864,31453958.0,171.470001,172.341797,171.419403,172.230804,147.989578,3674161.0,202.759995,0,107,3,-1.0343816424873253,169.025902,163.80089600000002,-1.703819611229471,-1.6149190018854533,26.727501,-1.034906371182606,-0.15496348322715922,-0.25804484124520954,0.9223940000000255,147.04929700000002,146.126903,147.04929700000002,-2.0071067243664564
2016-03-14,25.477501,25.727501,25.445,-1.0275604381253718,23.398348,100304400,370.51866,238.08,106.080002,106.919998,106.059998,106.669998,101.9058,25374912.0,171.699997,172.889999,171.699997,172.410797,148.144165,2658432.0,202.5,0,108,3,-1.0326072118273724,170.220001,164.074997,-1.703819611229471,-1.6149190018854533,26.782499,-1.0336029956189214,-0.1422179574453403,-0.23784617755195359,1.1900019999999927,147.324998,146.134996,147.324998,-1.9881599910248822
2016-03-15,25.99,26.295,25.9625,-1.0165236799536408,23.868507,160270800,370.51866,238.08,106.269997,106.75,105.949997,106.629997,101.867615,26524632.0,171.610001,172.669998,171.320007,172.639999,148.341171,2431630.0,202.169998,0,109,3,-1.0294006632803383,170.504997,164.074997,-1.7062716013531045,-1.6149190018854533,26.4925,-1.031570121046136,-0.11065964676974605,-0.21491208375940846,1.3499909999999886,147.039999,145.690008,147.039999,-1.96912317803358
2016-03-16,26.1525,26.577499,26.147499,-1.0090765614729456,24.185755,153214000,370.51866,238.08,106.370003,107.860001,106.339996,107.580002,102.775185,31693050.0,172.210007,173.940002,172.164993,173.470001,149.054321,3556197.0,203.339996,0,110,3,-1.025536898616321,171.1200025,164.5999985,-1.7131558498172408,-1.6149190018854533,26.42,-1.029130450744444,-0.07237231074314171,-0.18834501081293867,1.775008999999983,147.79500199999998,146.019993,147.79500199999998,-1.9528129251207131
2016-03-17,26.379999,26.6175,26.24,-1.0099873387054952,24.146952,137682800,370.51866,238.08,107.260002,107.769997,106.870003,107.519997,102.717834,29623740.0,173.460007,175.410004,173.080002,174.940002,150.31752,1280268.0,204.630005,0,111,3,-1.0224082684328162,171.8550035,165.33499949999998,-1.7312211152143617,-1.6149190018854533,26.27,-1.026939663815846,-0.04706268074891011,-0.1616577008784764,2.330001999999979,148.91750399999998,146.587502,148.91750399999998,-1.9359213270222106
2016-03-18,26.584999,26.625,26.297501,-1.0093444434326826,24.174337,176820800,370.51866,238.08,107.459999,107.635002,106.800003,107.370003,102.574547,37682293.0,175.270004,175.949997,175.039993,175.690002,151.286087,5112032.0,204.380005,0,112,3,-1.01966164283946,172.125,165.604996,-1.7312211152143617,-1.6149190018854533,26.0875,-1.0248630399514442,-0.02889781332123458,-0.13640808985368721,0.9100039999999865,149.499996,148.589992,149.499996,-1.9145755876281045
2016-03-21,26.4825,26.9125,26.285,-1.0093979983940733,24.172064,142010800,370.51866,238.08,107.160004,107.889999,107.120003,107.790001,102.9758,17288559.0,175.619995,176.210007,175.25,176.009995,151.56163,2884948.0,204.669998,0,113,3,-1.0173458489222555,172.25500499999998,166.9350055,-1.7522896724389616,-1.6149190018854533,24.455,-1.0229442483941131,-0.018022064794882265,-0.1138735179025002,0.9600069999999903,149.730007,148.77,149.730007,-1.8971763286066003
2016-03-22,26.3125,26.8225,26.3025,-1.0050583320768869,24.356926,129777600,370.51866,238.08,107.18,108.370003,107.160004,108.120003,103.291069,18840278.0,175.300003,176.259995,175.151001,175.699997,151.294678,3980100.0,204.559998,0,114,3,-1.0147158808246093,172.279999,168.439995,-1.7624542866304258,-1.6149190018854533,23.7075,-1.0208427875409447,-0.0036177120034323468,-0.09275343132212635,1.1089939999999956,149.782494,148.67350000000002,149.782494,-1.8775745690919008
2016-03-23,26.620001,26.7675,26.475,-1.008219360632343,24.222265,102814000,370.51866,238.08,107.910004,107.989998,106.989998,107.230003,102.440804,20912873.0,175.220001,175.550003,174.600006,174.809998,150.528275,5039197.0,203.209198,0,115,3,-1.0129788815173253,173.79000100000002,168.8639985,-1.7696157429826904,-1.6149190018854533,23.434999,-1.0191335774025676,-0.0025993713373197616,-0.07563873743281699,0.9499969999999962,148.870003,147.920006,148.870003,-1.8622878062422537
2016-03-24,26.3675,26.5625,26.2225,-1.010683853231369,24.117287,104532000,370.51866,238.08,106.669998,107.290001,106.529999,107.260002,102.469475,19017258.0,173.850006,174.940002,173.701096,174.940002,150.640213,5104879.0,203.119995,0,116,3,-1.011889860920028,173.79000100000002,168.8639985,-1.7700316194988803,-1.6149190018854533,23.41,-1.0177354301884571,-0.01059570591290227,-0.06366369236371411,1.2389059999999859,148.407503,147.168597,148.407503,-1.8517008927845502
2016-03-28,26.5,26.547501,26.264999,-1.0132554986142897,24.007732,77645600,370.51866,238.08,107.559998,107.580002,106.919998,107.110001,102.326164,13892303.0,175.130005,175.589996,174.660004,175.119995,150.795151,3098840.0,203.240005,0,117,3,-1.01136568440729,173.79000100000002,168.8639985,-1.7691537560174269,-1.6182846692033632,23.795,-1.0166333240426866,-0.025792071572698062,-0.05734612028973814,0.929992000000027,149.17249600000002,148.242504,149.17249600000002,-1.8386166664547199
2016-03-29,26.2225,26.9475,26.219999,-0.9999149984499318,24.576033,124760400,370.51866,238.08,106.93,108.900002,106.730003,108.830002,103.969337,29963923.0,174.490005,176.179993,174.059998,176.070007,151.613281,5584064.0,205.120804,0,118,3,-1.0088611300894637,174.212494,168.8639985,-1.7691537560174269,-1.6182846692033632,23.547501,-1.0146143866433939,-0.012542318646790434,-0.049447511331272405,2.1199949999999887,149.88249199999998,147.762497,149.88249199999998,-1.8235834458536173
2016-03-30,27.1625,27.605,27.15,-0.9898426581943683,25.005108,182404400,370.51866,238.08,109.480003,110.040001,109.129997,109.360001,104.47567,23807235.0,177.110001,177.649994,176.509995,176.889999,152.319382,3858005.0,206.020004,0,119,3,-1.0051857808848228,175.364998,169.558998,-1.7616225936617578,-1.6228656322443906,23.309999,-1.0119911366028542,0.01587776646938551,-0.037027197934510675,1.1399989999999889,150.72999399999998,149.589995,150.72999399999998,-1.8059058451686587
2016-03-31,27.43,27.475,27.219999,-0.9928965125353728,24.875011,103553600,370.51866,238.08,109.300003,109.690002,109.029999,109.199997,104.322792,21447236.0,176.929993,177.300003,176.429993,176.639999,152.104172,3155448.0,205.520004,0,120,3,-1.0025476706153988,175.675545,169.558998,-1.7616225936617578,-1.6228656322443906,23.18,-1.0097907668818868,0.027883346636683043,-0.024513503784418012,0.8700100000000077,149.91000400000001,149.039994,149.91000400000001,-1.7934930010972758
2016-04-01,27.195,27.5,27.049999,-0.9875388733406281,25.103247,103496000,374.23404000000005,238.992,108.580002,110.400002,108.389999,110.360001,105.431015,26389045.0,175.710007,177.850006,175.410004,177.720001,153.034058,4035231.0,206.919998,0,121,4,-0.9994877031204156,175.775551,171.125,-1.7616225936617578,-1.6228656322443906,23.1975,-1.0073523954022794,0.044819389977728184,-0.010866598091539776,2.440002000000021,150.602507,148.16250499999998,150.602507,-1.7818557151677954
2016-04-04,27.605,28.047501,27.567499,-0.981484698189453,25.361139,149424800,374.23404000000005,238.992,110.309998,110.434998,109.68,109.940002,105.029762,17162988.0,177.630005,177.880005,176.880005,177.119995,152.517349,2318852.0,206.25,0,122,4,-0.9959631692450238,175.7905505,171.420006,-1.7470225516139535,-1.6228656322443906,23.355,-1.00464151974191,0.06690987459145858,0.004793468988741046,1.0,150.382506,149.382506,150.382506,-1.7718419262761538
2016-04-05,27.377501,27.682501,27.355,-0.9885032483956822,25.06216,106314800,374.23404000000005,238.992,109.080002,109.5,108.739998,108.879997,104.017143,20107915.0,176.080002,176.960007,175.570007,175.820007,151.398071,5439644.0,204.189194,0,123,4,-0.9940651916227753,175.7905505,171.420006,-1.7190153790259943,-1.6228656322443906,23.127501,-1.0026567525558765,0.0649247389224634,0.016895339592943863,1.3899999999999864,149.180006,147.790006,149.180006,-1.7648330882536074
2016-04-06,27.557501,27.745001,27.299999,-0.9823419418911691,25.324631,105616400,374.23404000000005,238.992,109.0,110.709999,108.989998,110.669998,105.727158,25056031.0,175.860001,177.089996,175.240005,177.039993,152.448547,4086717.0,206.419998,0,124,4,-0.9915073288513925,175.7905505,171.795006,-1.7150973445983737,-1.6228656322443906,22.584999,-1.00035786263284,0.0721901491821923,0.02813662608218158,1.849991000000017,149.63749700000002,147.787506,149.63749700000002,-1.7587986458371332
2016-04-07,27.487499,27.605,27.030001,-0.9953074287424513,24.772308,127207600,374.23404000000005,238.992,110.040001,110.224998,108.610001,109.080002,104.208176,28567202.0,175.779999,176.229996,174.679993,175.289993,150.941574,5251873.0,203.949997,0,125,4,-0.9913460666617689,175.97000150000002,172.71500400000002,-1.7091833884266854,-1.6228656322443906,22.629999,-0.9991996617544365,0.045854884120102746,0.03147581305717061,1.5500030000000038,148.489996,146.939993,148.489996,-1.7601987974839943
2016-04-08,27.227501,27.442499,27.0425,-0.9946644906085251,24.799694,94326800,374.23404000000005,238.992,109.769997,110.019997,108.614998,109.0,104.13176,22897951.0,176.25,176.809998,175.110001,175.660004,151.260239,2565444.0,204.499207,0,126,4,-0.9911102842876265,175.97000150000002,173.0,-1.7060416220231356,-1.6228656322443906,23.469999,-0.9980791328767232,0.022498428653927753,0.029132832474590198,1.6999969999999962,149.67499800000002,147.97500100000002,149.67499800000002,-1.7596256401664605
2016-04-11,27.2425,27.6525,27.2075,-0.9927357833595306,24.881857,117630000,374.23404000000005,238.992,109.480003,110.019997,108.584999,108.599998,103.749596,25772058.0,176.119995,177.169998,175.408997,175.440002,151.070801,3237737.0,204.020096,0,127,4,-0.9906128034228378,176.279999,173.09000400000002,-1.7017909039396486,-1.6228656322443906,23.372499,-0.9968972521870338,0.004482363652603192,0.02339063089570152,1.7610009999999932,150.004997,148.243996,150.004997,-1.7587250074265592
2016-04-12,27.334999,27.625,27.165001,-0.9851278928418795,25.20595,108929200,374.23404000000005,238.992,108.660004,109.720001,108.014999,109.510002,104.618996,28564087.0,175.729996,177.279999,175.360001,177.089996,152.491547,3588379.0,205.919998,0,128,4,-0.9890164885655625,176.279999,173.09000400000002,-1.6910718046676438,-1.6316472192213705,23.639999,-0.9952335062133177,0.0029598750281403267,0.018470010934237467,1.9199979999999925,150.025,148.105002,150.025,-1.7579307645696454
2016-04-13,27.700001,28.084999,27.700001,-0.9765556915608444,25.571114,133029200,374.23404000000005,238.992,110.32,111.080002,110.209999,110.910004,105.956421,25356728.0,178.0,179.020004,177.919998,178.919998,154.067368,5400230.0,208.000793,0,129,4,-0.9863414113699966,176.8499985,173.66000350000002,-1.6875604801098247,-1.6316472192213705,23.549999,-0.9930514149127215,0.016432316256570843,0.0174258745747265,1.1000060000000076,151.410003,150.30999699999998,151.410003,-1.7496118905765856
2016-04-14,27.905001,28.0975,27.8325,-0.9762342332091599,25.584814,101895600,374.23404000000005,238.992,110.0,111.330002,110.0,110.919998,105.966019,17199671.0,179.029999,179.5,178.748001,179.110001,154.231064,3689733.0,208.009995,0,130,4,-0.9840282212915741,177.08999649999998,173.9000015,-1.674013840049652,-1.6316472192213705,23.805,-0.9910069004782615,0.023914355938680458,0.018196863039838935,0.7519990000000121,151.49,150.738001,151.49,-1.739516259030527
2016-04-15,28.0275,28.075001,27.432501,-0.9882889213973357,25.071297,187756000,374.23404000000005,238.992,110.830002,111.055,110.360001,110.639999,105.698509,21353343.0,178.990005,179.139999,178.413406,178.679993,153.972549,3799923.0,207.779999,0,131,4,-0.9839332773836791,177.08999649999998,173.9000015,-1.6714264201180773,-1.6316472192213705,24.1075,-0.9900160638012331,0.0002401763523629114,0.013731112372979528,0.7265929999999798,151.11499899999998,150.388406,151.11499899999998,-1.7331542756887404
2016-04-18,27.2225,27.237499,26.735001,-1.000986504858324,24.530384,243286000,374.23404000000005,238.992,110.330002,111.264999,110.25,111.230003,106.262161,17126086.0,178.130005,179.830002,178.100006,179.779999,154.92038,2573666.0,209.239197,0,132,4,-0.9858146341350827,177.2549975,175.5750045,-1.667083342527878,-1.6316472192213705,24.475,-0.9900489721264145,-0.04894457557794017,-0.0004008209111425296,1.7299959999999999,152.367502,150.637506,152.367502,-1.725015502042483
2016-04-19,26.969999,27.0,26.557501,-1.0040403591993285,24.400288,129539600,374.23404000000005,238.992,111.440002,111.440002,109.879997,110.550003,105.612518,42481435.0,180.139999,180.770004,179.589996,180.320007,155.385742,2992149.0,209.899994,0,133,4,-0.9878783519823114,177.7249985,176.0450055,-1.6549153309704407,-1.6316472192213705,24.905001,-0.9903080082996335,-0.097001789768453,-0.0220236324587803,1.1800079999999866,153.900003,152.719995,153.900003,-1.714633255811039
2016-04-20,26.66,27.022499,26.514999,-1.0028617214375983,24.450504,122444000,374.23404000000005,238.992,110.540001,111.150002,110.169998,110.639999,105.698509,18078307.0,180.0,181.419998,180.0,180.75,155.756363,2628876.0,210.100006,0,134,4,-0.9894424829222183,178.2649995,176.3700025,-1.64134832469188,-1.6316472192213705,25.102501,-0.9904596415522714,-0.13460711880760778,-0.04739526149321896,1.4199979999999925,154.692497,153.272499,154.692497,-1.6989698870552559
